yaw,TSR
19.969947395425596,10.38821542489265
2.2336022416610426,7.04652217316979
12.333430440319294,9.278521850256297
-2.6047480988725944,8.386320267216359
-3.1118082998720062,5.308409556350715
-6.166567090950558,5.718303580864278
-16.47620591913131,11.964975165415957
18.176180447645468,6.1127950577984125
-23.58566743057448,8.568401698762942
-29.486099241243718,5.491096598676857
-18.605043304128248,8.788728931945304
-11.638028667503491,11.473464502969954
14.122794981076968,11.008269502401589
-9.816888731888078,9.361334514542856
24.339907209184478,8.49701005310742
-27.190826457861608,9.89308278066447
15.99107706341513,7.219427341925562
16.322257306885223,6.487050255313555
-22.247061669610222,5.375068946987429
-11.065819312816341,8.00869081497148
3.269992834045052,8.870553433133713
23.10224296212687,8.329302893302462
-13.842421018872297,10.704259416225916
-4.384174172904263,5.932658850597001
11.736706629211422,11.105462814401521
-20.50590227218091,4.843618117911151
-5.599525633401644,5.5409052017433265
27.657905116056458,10.624624233788841
-24.18122489319921,10.003061488949712
13.62208597569116,11.189368886689206
-22.93090878297506,8.699977329150578
-1.294944741299787,11.88249958367672
21.378765729788956,7.945956218864973
-12.648540536457087,10.135803520260037
25.97635857121114,8.653896637074507
-26.52503790939946,11.239023745915727
9.925412833670169,10.08204584543514
9.458227740492536,10.921241066943383
-8.57370764434679,9.129863143338959
-19.97186126742183,6.0401385074908
-0.10668929150021356,10.302696969123897
-9.223856970531894,4.91480505980963
-25.264978626797273,6.415220133167741
27.07972820453274,5.61437811784085
-13.340829872106877,7.691751531740462
-18.080205630716875,10.548660231390699
18.785776812397973,10.853915547019824
-14.66863017197558,8.225440773227596
7.581409459659202,4.52035230615484
-21.773914692387375,9.43349473925555
-15.07531683405512,9.59619604513415
-27.592259821657258,4.209488136499914
-19.23705050603806,11.391194708812645
-6.904528516378306,5.772462734698415
-24.781827844701798,9.493705419623378
17.107452266574537,11.312519610164355
-25.851565019680038,6.577551705988677
8.758450666250123,5.0763862961874295
-7.969195185920746,6.916068407869516
23.591155163593353,6.362766271819575
4.065588386652035,7.440639452728205
29.460464383470008,9.653210401420054
2.6083057938020993,7.594937740818021
-3.753596803609387,7.119089257683532
0.3124838745744576,10.790825455428497
10.362696618366517,4.378092154752995
-2.0840881740906134,8.149959418386933
11.213784495567435,9.045076517021302
6.830412941901233,8.095835417316739
28.487618496723588,7.392937433248738
17.789806943190126,5.250532940780325
-5.02209185614117,4.7713485872603645
5.015595906405107,6.17905310757366
-0.6920853567253751,5.175027060289938
29.014398148758314,11.573940871767745
4.616348528440209,4.139722181937997
15.362217889777934,4.270312660214963
-10.369964416618782,10.205582727658491
26.568423856805,7.781677767750269
5.867209137817898,9.21331704070949
8.194902395489951,11.722135167612969
20.76440910623973,7.516446150430671
-7.395766811688919,6.960190754418766
-12.271091791981,8.941481043711885
-28.89326140608336,5.861104487923517
1.6691264712224125,7.837513338408145
-16.811799895546997,11.648974131161964
-28.112577435659425,6.723419022755859
-15.719623807637172,5.017457594404583
22.43925394440048,9.753286492565634
24.87623939357763,9.825520783936257
14.717517778012418,4.606447333350584
21.955611139982285,6.247368858533603
19.385173500286523,7.312195942853521
-17.408437865881098,4.44304602902251
6.237222305499461,6.659695612509703
12.846625621117067,11.809498061338964
-20.993908570189916,6.801442675428591
25.273013642444614,4.6773758346698235
0.8585974659128084,10.46428289061395
